날짜,내용,금액,카테고리,결제수단,구분
2026-04-12,버거킹,9300,식비,토스공유카드1,변동비
2026-04-12,CU 편의점,19000,식비,토스공유카드1,변동비
2026-04-12,버거킹,15600,식비,롯데카드,변동비
2026-04-12,노브랜드,13400,마트,토스공유카드1,변동비
2026-04-13,BBQ 치킨,13900,식비,롯데카드,변동비
2026-04-13,시내버스,8100,교통,신한체크카드,변동비
2026-04-13,지하철,6600,교통,토스공유카드1,변동비
2026-04-13,겨울 외투 구매,356300,의류/미용,신한체크카드,변동비
2026-04-14,맘스터치,11600,식비,토스공유카드2,변동비
2026-04-14,코스트코,56200,마트,롯데카드,변동비
2026-04-15,배달의민족,21200,식비,삼성카드,변동비
2026-04-15,맘스터치,10500,식비,토스공유카드2,변동비
2026-04-15,망원시장,16700,전통시장,지역화폐,변동비
2026-04-15,카카오 택시,8700,교통,신한체크카드,변동비
2026-04-15,고속버스,7900,교통,토스공유카드1,변동비
2026-04-16,지하철,5100,교통,신한체크카드,변동비
2026-04-17,투썸플레이스,12600,식비,롯데카드,변동비
2026-04-18,CU 편의점,9400,식비,토스공유카드1,변동비
2026-04-18,시내버스,11500,교통,신한체크카드,변동비
2026-04-19,부모님 생신 선물,152100,경조사,롯데카드,변동비
2026-04-20,CU 편의점,800,식비,토스공유카드1,변동비
2026-04-20,김밥천국,12200,식비,토스공유카드2,변동비
2026-04-20,망원시장,500,전통시장,지역화폐,변동비
2026-04-20,시내버스,17500,교통,토스공유카드1,변동비
2026-04-20,고속버스,13600,교통,토스공유카드1,변동비
2026-04-21,맘스터치,12900,식비,롯데카드,변동비
2026-04-21,카카오 택시,7100,교통,신한체크카드,변동비
2026-04-22,CU 편의점,26200,식비,삼성카드,변동비
2026-04-22,CU 편의점,13700,식비,롯데카드,변동비
2026-04-22,김밥천국,19000,식비,토스공유카드2,변동비
2026-04-22,카카오 택시,6500,교통,신한체크카드,변동비
2026-04-23,김밥천국,12000,식비,토스공유카드2,변동비
2026-04-23,투썸플레이스,14700,식비,삼성카드,변동비
2026-04-23,고속버스,15400,교통,토스공유카드1,변동비
2026-04-23,시내버스,2400,교통,신한체크카드,변동비
